CustomerKey_Output,CustomerID_Source,CustomerID_Output,CustomerID_Reason,CustomerID_Confidence,CustomerID_Status,Fullname_Source,Fullname_Output,Fullname_Reason,Fullname_Confidence,Fullname_Status,CompanyName_Source,CompanyName_Output,CompanyName_Reason,CompanyName_Confidence,CompanyName_Status,Record_Status
207,323,"323,00",New value,,New,Jo Brown,Jo Brown,New value,,New,Metro Bike Works,Metro Bike Works,New value,,New,New
208,325,"325,00",New value,,New,Virginia Miller,Virginia Miller,New value,,New,All Cycle Shop,All Cycle Shop,New value,,New,New
209,326,"326,00",New value,,New,Scott Gode,Scott Gode,New value,,New,Year-Round Sports,Year-Round Sports,New value,,New,New
210,327,"327,00",New value,,New,Caroline Vicknair,Caroline Vicknair,New value,,New,World of Bikes,World of Bikes,New value,,New,New
211,328,"328,00",New value,,New,Robert Vessa,Robert Vessa,New value,,New,Totes & Baskets Company,Totes & Baskets Company,New value,,New,New
212,329,"329,00",New value,,New,Andreas Berglund,Andreas Berglund,New value,,New,"Unicycles, Bicycles, and Tricycles","Unicycles, Bicycles, and Tricycles",New value,,New,New
213,330,"330,00",New value,,New,Mete Goktepe,Mete Goktepe,New value,,New,The New Bike Store,The New Bike Store,New value,,New,New
214,331,"331,00",New value,,New,Wanda Vernon,Wanda Vernon,New value,,New,Technical Parts Manufacturing,Technical Parts Manufacturing,New value,,New,New
215,334,"334,00",New value,,New,Dora Verdad,Dora Verdad,New value,,New,Retreat Inn,Retreat Inn,New value,,New,New
216,335,"335,00",New value,,New,John Berger,John Berger,New value,,New,Scratch-Resistant Finishes Company,Scratch-Resistant Finishes Company,New value,,New,New
217,336,"336,00",New value,,New,Brian Goldstein,Brian Goldstein,New value,,New,Primary Bike Distributors,Primary Bike Distributors,New value,,New,New
218,340,"340,00",New value,,New,Raja Venugopal,Raja Venugopal,New value,,New,Nearby Cycle Shop,Nearby Cycle Shop,New value,,New,New
219,343,"343,00",New value,,New,Patricia Vasquez,Patricia Vasquez,New value,,New,Mail-Order Outlet,Mail-Order Outlet,New value,,New,New
220,344,"344,00",New value,,New,Karren Burkhardt,Karren Burkhardt,New value,,New,Fifth Bike Store,Fifth Bike Store,New value,,New,New
221,345,"345,00",New value,,New,Abigail Gonzalez,Abigail Gonzalez,New value,,New,Genial Bike Associates,Genial Bike Associates,New value,,New,New
222,346,"346,00",New value,,New,Ranjit Varkey Chudukatil,Ranjit Varkey Chudukatil,New value,,New,Great Bicycle Supply,Great Bicycle Supply,New value,,New,New
223,347,"347,00",New value,,New,Ingrid Burkhardt,Ingrid Burkhardt,New value,,New,Bike Universe,Bike Universe,New value,,New,New
224,348,"348,00",New value,,New,Oscar Alpuerto,Oscar Alpuerto,New value,,New,Bold Bike Accessories,Bold Bike Accessories,New value,,New,New
225,349,"349,00",New value,,New,Gary Vargas,Gary Vargas,New value,,New,Exercise Center,Exercise Center,New value,,New,New
226,352,"352,00",New value,,New,Shane Kim,Shane Kim,New value,,New,Twelfth Bike Store,Twelfth Bike Store,New value,,New,New
227,353,"353,00",New value,,New,Joan Campbell,Joan Campbell,New value,,New,Two-Wheeled Transit Company,Two-Wheeled Transit Company,New value,,New,New
228,354,"354,00",New value,,New,Maxwell Amland,Maxwell Amland,New value,,New,Serious Cycles,Serious Cycles,New value,,New,New
229,358,"358,00",New value,,New,Joe Kim,Joe Kim,New value,,New,Mail Market,Mail Market,New value,,New,New
230,360,"360,00",New value,,New,Ramona Antrim,Ramona Antrim,New value,,New,Novelty Bikes,Novelty Bikes,New value,,New,New
231,361,"361,00",New value,,New,Karan Khanna,Karan Khanna,New value,,New,Fitness Supplies,Fitness Supplies,New value,,New,New
232,362,"362,00",New value,,New,Sharon Crow,Sharon Crow,New value,,New,Grand Cycle Store,Grand Cycle Store,New value,,New,New
233,363,"363,00",New value,,New,Chris Ashton,Chris Ashton,New value,,New,Immense Manufacturing Company,Immense Manufacturing Company,New value,,New,New
234,364,"364,00",New value,,New,Imtiaz Khan,Imtiaz Khan,New value,,New,District Mall,District Mall,New value,,New,New
235,365,"365,00",New value,,New,Jack Creasey,Jack Creasey,New value,,New,Distinctive Store,Distinctive Store,New value,,New,New
236,366,"366,00",New value,,New,Teresa Atkinson,Teresa Atkinson,New value,,New,Extended Bike Sales,Extended Bike Sales,New value,,New,New
237,367,"367,00",New value,,New,Tammy Khan,Tammy Khan,New value,,New,Brown Bicycle Company,Brown Bicycle Company,New value,,New,New
238,370,"370,00",New value,,New,Elizabeth Keyser,Elizabeth Keyser,New value,,New,Acceptable Sales & Service,Acceptable Sales & Service,New value,,New,New
239,371,"371,00",New value,,New,Bruno Costa Da Silva,Bruno Costa Da Silva,New value,,New,Custom Sales and Service,Custom Sales and Service,New value,,New,New
240,372,"372,00",New value,,New,Katherine Swan,Katherine Swan,New value,,New,Top Bike Market,Top Bike Market,New value,,New,New
241,376,"376,00",New value,,New,Mary Kesslep,Mary Kesslep,New value,,New,Commerce Bicycle Specialists,Commerce Bicycle Specialists,New value,,New,New
242,377,"377,00",New value,,New,Marlin Coriell,Marlin Coriell,New value,,New,Grand Sport Boutique,Grand Sport Boutique,New value,,New,New
243,379,"379,00",New value,,New,Kevin Kennedy,Kevin Kennedy,New value,,New,Fad Outlet,Fad Outlet,New value,,New,New
244,380,"380,00",New value,,New,Eva Corets,Eva Corets,New value,,New,First Department Stores,First Department Stores,New value,,New,New
245,381,"381,00",New value,,New,Julie Taft-Rider,Julie Taft-Rider,New value,,New,Bicycle Lines Distributors,Bicycle Lines Distributors,New value,,New,New
246,382,"382,00",New value,,New,Robert Kelly,Robert Kelly,New value,,New,Beneficial Exercises and Activities,Beneficial Exercises and Activities,New value,,New,New
247,383,"383,00",New value,,New,Scott Cooper,Scott Cooper,New value,,New,Vehicle Shop,Vehicle Shop,New value,,New,New
248,384,"384,00",New value,,New,Clarence Tatman,Clarence Tatman,New value,,New,Sparkling Paint and Finishes,Sparkling Paint and Finishes,New value,,New,New
249,385,"385,00",New value,,New,John Kelly,John Kelly,New value,,New,Sturdy Toys,Sturdy Toys,New value,,New,New
250,388,"388,00",New value,,New,Victor Kelley,Victor Kelley,New value,,New,Road Way Sales and Rental,Road Way Sales and Rental,New value,,New,New
251,389,"389,00",New value,,New,Dorothy Contreras,Dorothy Contreras,New value,,New,Sixth Bike Store,Sixth Bike Store,New value,,New,New
252,390,"390,00",New value,,New,Mike Taylor,Mike Taylor,New value,,New,Plastic Parts Company,Plastic Parts Company,New value,,New,New
253,394,"394,00",New value,,New,Bonnie Kearney,Bonnie Kearney,New value,,New,Little Sports Center,Little Sports Center,New value,,New,New
254,395,"395,00",New value,,New,June Brunner,June Brunner,New value,,New,Online Bike Sellers,Online Bike Sellers,New value,,New,New
255,397,"397,00",New value,,New,Sandeep Katyal,Sandeep Katyal,New value,,New,Capable Sales and Service,Capable Sales and Service,New value,,New,New
256,398,"398,00",New value,,New,Shirley Bruner,Shirley Bruner,New value,,New,Commendable Bikes,Commendable Bikes,New value,,New,New
257,399,"399,00",New value,,New,Chad Tedford,Chad Tedford,New value,,New,Big Cycle Mall,Big Cycle Mall,New value,,New,New
258,400,"400,00",New value,,New,Peter Houston,Peter Houston,New value,,New,Local Sales and Rental,Local Sales and Rental,New value,,New,New
259,401,"401,00",New value,,New,Tom Johnston,Tom Johnston,New value,,New,Brightwork Company,Brightwork Company,New value,,New,New
260,402,"402,00",New value,,New,Marian Berch,Marian Berch,New value,,New,Pro Sporting Goods,Pro Sporting Goods,New value,,New,New
261,403,"403,00",New value,,New,Juanita Holman,Juanita Holman,New value,,New,Affordable Sports Equipment,Affordable Sports Equipment,New value,,New,New
262,406,"406,00",New value,,New,Eddie Holmes,Eddie Holmes,New value,,New,The Commissary,The Commissary,New value,,New,New
263,407,"407,00",New value,,New,Robert Avalos,Robert Avalos,New value,,New,Workout Emporium,Workout Emporium,New value,,New,New
264,408,"408,00",New value,,New,Alexander Berger,Alexander Berger,New value,,New,Odometers and Accessories Company,Odometers and Accessories Company,New value,,New,New
265,412,"412,00",New value,,New,Jean Holloway,Jean Holloway,New value,,New,Leisure Clearing House,Leisure Clearing House,New value,,New,New
266,415,"415,00",New value,,New,Greg Chapman,Greg Chapman,New value,,New,Imaginary Toys,Imaginary Toys,New value,,New,New
267,416,"416,00",New value,,New,Angela Barbariol,Angela Barbariol,New value,,New,Impromptu Trips,Impromptu Trips,New value,,New,New
268,417,"417,00",New value,,New,Ruth Choin,Ruth Choin,New value,,New,Genuine Bike Shop,Genuine Bike Shop,New value,,New,New
269,418,"418,00",New value,,New,Lee Chapla,Lee Chapla,New value,,New,Good Bike Shop,Good Bike Shop,New value,,New,New
270,419,"419,00",New value,,New,Darrell Banks,Darrell Banks,New value,,New,Exertion Activities Club,Exertion Activities Club,New value,,New,New
271,420,"420,00",New value,,New,Anthony Chor,Anthony Chor,New value,,New,Extreme Riding Supplies,Extreme Riding Supplies,New value,,New,New
272,421,"421,00",New value,,New,Forrest Chandler,Forrest Chandler,New value,,New,Fitness Cycling,Fitness Cycling,New value,,New,New
273,424,"424,00",New value,,New,Eli Bowen,Eli Bowen,New value,,New,Bikes for Two,Bikes for Two,New value,,New,New
274,425,"425,00",New value,,New,Stephen Jiang,Stephen Jiang,New value,,New,Bikes for Kids and Adults,Bikes for Kids and Adults,New value,,New,New
275,426,"426,00",New value,,New,Dirk Bruno,Dirk Bruno,New value,,New,Custom Accessories Company,Custom Accessories Company,New value,,New,New
276,430,"430,00",New value,,New,Gustavo Camargo,Gustavo Camargo,New value,,New,Uttermost Bike Shop,Uttermost Bike Shop,New value,,New,New
277,431,"431,00",New value,,New,Douglas Baldwin,Douglas Baldwin,New value,,New,Small Cycle Store,Small Cycle Store,New value,,New,New
278,433,"433,00",New value,,New,Lindsey Camacho,Lindsey Camacho,New value,,New,Thorough Parts and Repair Services,Thorough Parts and Repair Services,New value,,New,New
279,434,"434,00",New value,,New,James Bailey,James Bailey,New value,,New,Road-Way Mart,Road-Way Mart,New value,,New,New
280,435,"435,00",New value,,New,Carol Elliott,Carol Elliott,New value,,New,Satin Finish Company,Satin Finish Company,New value,,New,New
281,436,"436,00",New value,,New,Barbara Calone,Barbara Calone,New value,,New,Sheet Metal Manufacturing,Sheet Metal Manufacturing,New value,,New,New
282,437,"437,00",New value,,New,Megan Burke,Megan Burke,New value,,New,Professional Cycle Store,Professional Cycle Store,New value,,New,New
283,438,"438,00",New value,,New,Cory Booth,Cory Booth,New value,,New,Remarkable Bike Store,Remarkable Bike Store,New value,,New,New
284,439,"439,00",New value,,New,Shannon Elliott,Shannon Elliott,New value,,New,Regional Manufacturing,Regional Manufacturing,New value,,New,New
285,442,"442,00",New value,,New,Jauna Elson,Jauna Elson,New value,,New,Original Bicycle Supply Company,Original Bicycle Supply Company,New value,,New,New
286,443,"443,00",New value,,New,Janaina Barreiro Gambaro Bueno,Janaina Barreiro Gambaro Bueno,New value,,New,Courteous Bicycle Specialists,Courteous Bicycle Specialists,New value,,New,New
287,444,"444,00",New value,,New,Shaun Beasley,Shaun Beasley,New value,,New,Finer Cycle Shop,Finer Cycle Shop,New value,,New,New
288,448,"448,00",New value,,New,Terry Eminhizer,Terry Eminhizer,New value,,New,Action Bicycle Specialists,Action Bicycle Specialists,New value,,New,New
289,451,"451,00",New value,,New,John Emory,John Emory,New value,,New,Roadway Bike Emporium,Roadway Bike Emporium,New value,,New,New
290,452,"452,00",New value,,New,Olga Trau,Olga Trau,New value,,New,A Cycle Shop,A Cycle Shop,New value,,New,New
291,453,"453,00",New value,,New,Jon Ganio,Jon Ganio,New value,,New,Unique Bikes,Unique Bikes,New value,,New,New
292,454,"454,00",New value,,New,Gail Erickson,Gail Erickson,New value,,New,Sleek Bikes,Sleek Bikes,New value,,New,New
293,455,"455,00",New value,,New,James Tran,James Tran,New value,,New,Timely Shipping Service,Timely Shipping Service,New value,,New,New
294,456,"456,00",New value,,New,Michael Galos,Michael Galos,New value,,New,Riding Excursions,Riding Excursions,New value,,New,New
295,457,"457,00",New value,,New,Mark Erickson,Mark Erickson,New value,,New,Retail Sporting Equipment,Retail Sporting Equipment,New value,,New,New
296,460,"460,00",New value,,New,Martha Espinoza,Martha Espinoza,New value,,New,Price-Cutter Discount Bikes,Price-Cutter Discount Bikes,New value,,New,New
297,461,"461,00",New value,,New,Glenn Track,Glenn Track,New value,,New,Active Life Toys,Active Life Toys,New value,,New,New
298,462,"462,00",New value,,New,Bob Gage,Bob Gage,New value,,New,General Riding Supplies,General Riding Supplies,New value,,New,New
299,466,"466,00",New value,,New,Janeth Esteves,Janeth Esteves,New value,,New,Central Bicycle Specialists,Central Bicycle Specialists,New value,,New,New
300,468,"468,00",New value,,New,Paul Fulton,Paul Fulton,New value,,New,Blue Bicycle Company,Blue Bicycle Company,New value,,New,New
301,469,"469,00",New value,,New,Twanna Evans,Twanna Evans,New value,,New,Vast Bike Sales and Rental,Vast Bike Sales and Rental,New value,,New,New
302,470,"470,00",New value,,New,Delia Toone,Delia Toone,New value,,New,Wingtip Toys,Wingtip Toys,New value,,New,New
303,471,"471,00",New value,,New,John Ford,John Ford,New value,,New,Social Activities Club,Social Activities Club,New value,,New,New
304,472,"472,00",New value,,New,Ann Evans,Ann Evans,New value,,New,Summer Sports Place,Summer Sports Place,New value,,New,New
305,473,"473,00",New value,,New,Kay Krane,Kay Krane,New value,,New,Racing Toys,Racing Toys,New value,,New,New
306,474,"474,00",New value,,New,Mihail Frintu,Mihail Frintu,New value,,New,Retail Cycle Shop,Retail Cycle Shop,New value,,New,New
307,475,"475,00",New value,,New,John Evans,John Evans,New value,,New,Real Sporting Goods,Real Sporting Goods,New value,,New,New
308,478,"478,00",New value,,New,Ruby Sue Styles,Ruby Sue Styles,New value,,New,Major Cycling,Major Cycling,New value,,New,New
309,479,"479,00",New value,,New,Lori Kane,Lori Kane,New value,,New,General Supplies,General Supplies,New value,,New,New
310,480,"480,00",New value,,New,Susan French,Susan French,New value,,New,General Bike Corporation,General Bike Corporation,New value,,New,New
311,484,"484,00",New value,,New,Gary Suess,Gary Suess,New value,,New,Downhill Bicycle Specialists,Downhill Bicycle Specialists,New value,,New,New
312,487,"487,00",New value,,New,Ruth Suffin,Ruth Suffin,New value,,New,Bike Experts,Bike Experts,New value,,New,New
313,488,"488,00",New value,,New,Margaret Smith,Margaret Smith,New value,,New,Bicycle Accessories and Kits,Bicycle Accessories and Kits,New value,,New,New
314,489,"489,00",New value,,New,Dorothy Fox,Dorothy Fox,New value,,New,Cash & Carry Bikes,Cash & Carry Bikes,New value,,New,New
315,490,"490,00",New value,,New,Elizabeth Sullivan,Elizabeth Sullivan,New value,,New,Extraordinary Bike Works,Extraordinary Bike Works,New value,,New,New
316,491,"491,00",New value,,New,Frances Adams,Frances Adams,New value,,New,Area Bike Accessories,Area Bike Accessories,New value,,New,New
317,492,"492,00",New value,,New,Garth Fort,Garth Fort,New value,,New,Basic Sports Equipment,Basic Sports Equipment,New value,,New,New
318,493,"493,00",New value,,New,Michael Sullivan,Michael Sullivan,New value,,New,Valley Bicycle Distributors,Valley Bicycle Distributors,New value,,New,New
319,496,"496,00",New value,,New,Marcia Sultan,Marcia Sultan,New value,,New,Top Sports Supply,Top Sports Supply,New value,,New,New
320,497,"497,00",New value,,New,Amy Alberts,Amy Alberts,New value,,New,Valley Toy Store,Valley Toy Store,New value,,New,New
321,498,"498,00",New value,,New,Kelly Focht,Kelly Focht,New value,,New,Quick Delivery Service,Quick Delivery Service,New value,,New,New
322,502,"502,00",New value,,New,Krishna Sunkammurali,Krishna Sunkammurali,New value,,New,Metropolitan Bicycle Supply,Metropolitan Bicycle Supply,New value,,New,New
323,504,"504,00",New value,,New,Mae Black,Mae Black,New value,,New,Historic Bicycle Sales,Historic Bicycle Sales,New value,,New,New
324,505,"505,00",New value,,New,Brad Sutton,Brad Sutton,New value,,New,Honest Repair Service,Honest Repair Service,New value,,New,New
325,506,"506,00",New value,,New,François Ferrier,François Ferrier,New value,,New,Great Bikes,Great Bikes,New value,,New,New
326,507,"507,00",New value,,New,Mary Bishop,Mary Bishop,New value,,New,Global Sporting Goods,Global Sporting Goods,New value,,New,New
327,508,"508,00",New value,,New,Martin Svoboda,Martin Svoboda,New value,,New,Designer Department Stores,Designer Department Stores,New value,,New,New
328,509,"509,00",New value,,New,Robert Ahlering,Robert Ahlering,New value,,New,Fun Toys and Bikes,Fun Toys and Bikes,New value,,New,New
329,510,"510,00",New value,,New,Jimmy Bischoff,Jimmy Bischoff,New value,,New,World Bike Discount Store,World Bike Discount Store,New value,,New,New
330,511,"511,00",New value,,New,Abraham Swearengin,Abraham Swearengin,New value,,New,Wheel Gallery,Wheel Gallery,New value,,New,New
331,514,"514,00",New value,,New,Ryan Calafato,Ryan Calafato,New value,,New,Retail Mall,Retail Mall,New value,,New,New
332,515,"515,00",New value,,New,Dragan Tomic,Dragan Tomic,New value,,New,Rural Bicycle Supply,Rural Bicycle Supply,New value,,New,New
333,516,"516,00",New value,,New,Thomas Michaels,Thomas Michaels,New value,,New,Seats and Saddles Company,Seats and Saddles Company,New value,,New,New
334,520,"520,00",New value,,New,Mari Caldwell,Mari Caldwell,New value,,New,Metro Metals Co.,Metro Metals Co.,New value,,New,New
335,523,"523,00",New value,,New,Mary Gimmi,Mary Gimmi,New value,,New,Futuristic Sport Distributors,Futuristic Sport Distributors,New value,,New,New
336,526,"526,00",New value,,New,David Givens,David Givens,New value,,New,Finer Sales and Service,Finer Sales and Service,New value,,New,New
337,527,"527,00",New value,,New,Diane Tibbott,Diane Tibbott,New value,,New,Fun Times Club,Fun Times Club,New value,,New,New
338,528,"528,00",New value,,New,Helen Meyer,Helen Meyer,New value,,New,Alpine Ski House,Alpine Ski House,New value,,New,New
339,529,"529,00",New value,,New,Jeanie Glenn,Jeanie Glenn,New value,,New,Big-Time Bike Store,Big-Time Bike Store,New value,,New,New
340,532,"532,00",New value,,New,Diane Glimp,Diane Glimp,New value,,New,The Showroom,The Showroom,New value,,New,New
341,533,"533,00",New value,,New,Yuping Tian,Yuping Tian,New value,,New,Tenth Bike Store,Tenth Bike Store,New value,,New,New
342,534,"534,00",New value,,New,Stephen Mew,Stephen Mew,New value,,New,Recommended Bicycles,Recommended Bicycles,New value,,New,New
343,538,"538,00",New value,,New,John Brooks,John Brooks,New value,,New,Prosperous Tours,Prosperous Tours,New value,,New,New
344,541,"541,00",New value,,New,Willie Brooks,Willie Brooks,New value,,New,Nonskid Tire Company,Nonskid Tire Company,New value,,New,New
345,542,"542,00",New value,,New,Andrew Kobylinski,Andrew Kobylinski,New value,,New,Finer Parts Shop,Finer Parts Shop,New value,,New,New
346,543,"543,00",New value,,New,R. Morgan Mendoza,R. Morgan Mendoza,New value,,New,Friendly Neighborhood Bikes,Friendly Neighborhood Bikes,New value,,New,New
347,544,"544,00",New value,,New,Jay Adams,Jay Adams,New value,,New,Valley Bicycle Specialists,Valley Bicycle Specialists,New value,,New,New
348,545,"545,00",New value,,New,Christian Kleinerman,Christian Kleinerman,New value,,New,Finish and Sealant Products,Finish and Sealant Products,New value,,New,New
349,546,"546,00",New value,,New,Anton Kirilov,Anton Kirilov,New value,,New,Field Trip Store,Field Trip Store,New value,,New,New
350,547,"547,00",New value,,New,Gladys Mendiola,Gladys Mendiola,New value,,New,Curbside Sporting Goods,Curbside Sporting Goods,New value,,New,New
351,550,"550,00",New value,,New,Raquel Mello,Raquel Mello,New value,,New,Remote Bicycle Specialists,Remote Bicycle Specialists,New value,,New,New
352,551,"551,00",New value,,New,Samuel Agcaoili,Samuel Agcaoili,New value,,New,Vinyl and Plastic Goods Corporation,Vinyl and Plastic Goods Corporation,New value,,New,New
353,552,"552,00",New value,,New,Tim Kim,Tim Kim,New value,,New,Consolidated Messenger,Consolidated Messenger,New value,,New,New
354,556,"556,00",New value,,New,Nancy McPhearson,Nancy McPhearson,New value,,New,Variety Cycling,Variety Cycling,New value,,New,New
355,559,"559,00",New value,,New,Nkenge McLin,Nkenge McLin,New value,,New,Some Discount Store,Some Discount Store,New value,,New,New
356,560,"560,00",New value,,New,Paul Alcorn,Paul Alcorn,New value,,New,Major Sport Suppliers,Major Sport Suppliers,New value,,New,New
357,561,"561,00",New value,,New,Marvin Allen,Marvin Allen,New value,,New,Mountain Toy Store,Mountain Toy Store,New value,,New,New
358,562,"562,00",New value,,New,Yvonne McKay,Yvonne McKay,New value,,New,Practical Bike Supply Company,Practical Bike Supply Company,New value,,New,New
359,563,"563,00",New value,,New,Sean Jacobson,Sean Jacobson,New value,,New,Systematic Sales,Systematic Sales,New value,,New,New
360,564,"564,00",New value,,New,Michelle Alexander,Michelle Alexander,New value,,New,Imported and Domestic Cycles,Imported and Domestic Cycles,New value,,New,New
361,565,"565,00",New value,,New,Richard Bentley,Richard Bentley,New value,,New,Metallic Paint and Overcoat Co,Metallic Paint and Overcoat Co,New value,,New,New
362,568,"568,00",New value,,New,Curtis Howard,Curtis Howard,New value,,New,Economy Center,Economy Center,New value,,New,New
363,569,"569,00",New value,,New,Cecil Allison,Cecil Allison,New value,,New,Designated Distributors,Designated Distributors,New value,,New,New
364,570,"570,00",New value,,New,Gregory Alderson,Gregory Alderson,New value,,New,Family's Favorite Bike Shop,Family's Favorite Bike Shop,New value,,New,New
365,574,"574,00",New value,,New,Janice Hows,Janice Hows,New value,,New,Area Sheet Metal Supply,Area Sheet Metal Supply,New value,,New,New
366,577,"577,00",New value,,New,George Huckaby,George Huckaby,New value,,New,Synthetic Materials Manufacturing,Synthetic Materials Manufacturing,New value,,New,New
367,578,"578,00",New value,,New,Carolyn Farino,Carolyn Farino,New value,,New,The Bike Shop,The Bike Shop,New value,,New,New
368,579,"579,00",New value,,New,Kim Abercrombie,Kim Abercrombie,New value,,New,Riders Company,Riders Company,New value,,New,New
369,580,"580,00",New value,,New,Joshua Huff,Joshua Huff,New value,,New,Rural Sales and Service,Rural Sales and Service,New value,,New,New
370,581,"581,00",New value,,New,Geri Farrell,Geri Farrell,New value,,New,Safe Toys,Safe Toys,New value,,New,New
371,582,"582,00",New value,,New,Catherine Abel,Catherine Abel,New value,,New,Professional Sales and Service,Professional Sales and Service,New value,,New,New
372,583,"583,00",New value,,New,Laura Steele,Laura Steele,New value,,New,Professional Containers and Packaging Co.,Professional Containers and Packaging Co.,New value,,New,New
373,586,"586,00",New value,,New,Shanay Steelman,Shanay Steelman,New value,,New,One Bike Company,One Bike Company,New value,,New,New
374,587,"587,00",New value,,New,Rhoda Finley,Rhoda Finley,New value,,New,Our Sporting Goods Store,Our Sporting Goods Store,New value,,New,New
375,588,"588,00",New value,,New,Pat Chambers,Pat Chambers,New value,,New,General Cycle Storehouse,General Cycle Storehouse,New value,,New,New
376,592,"592,00",New value,,New,Stefano Stefani,Stefano Stefani,New value,,New,Cycling Goods,Cycling Goods,New value,,New,New
377,595,"595,00",New value,,New,Alan Steiner,Alan Steiner,New value,,New,Cycle Clearance,Cycle Clearance,New value,,New,New
378,596,"596,00",New value,,New,Kathie Flood,Kathie Flood,New value,,New,Coho Sports,Coho Sports,New value,,New,New
379,597,"597,00",New value,,New,Bob Hodges,Bob Hodges,New value,,New,All Seasons Sports Supply,All Seasons Sports Supply,New value,,New,New
380,598,"598,00",New value,,New,Derik Stenerson,Derik Stenerson,New value,,New,Black Bicycle Company,Black Bicycle Company,New value,,New,New
381,599,"599,00",New value,,New,Raul Casts,Raul Casts,New value,,New,Westside Plaza,Westside Plaza,New value,,New,New
382,600,"600,00",New value,,New,Holly Holt,Holly Holt,New value,,New,Strenuous Exercise Shop,Strenuous Exercise Shop,New value,,New,New
383,601,"601,00",New value,,New,Vassar Stern,Vassar Stern,New value,,New,Transport Bikes,Transport Bikes,New value,,New,New
384,604,"604,00",New value,,New,Wathalee Steuber,Wathalee Steuber,New value,,New,Sellers of Cycles,Sellers of Cycles,New value,,New,New
385,605,"605,00",New value,,New,Matthew Cavallari,Matthew Cavallari,New value,,New,Outstanding Cycles,Outstanding Cycles,New value,,New,New
386,606,"606,00",New value,,New,Helge Hoeing,Helge Hoeing,New value,,New,Little Bicycle Supply Shop,Little Bicycle Supply Shop,New value,,New,New
387,607,"607,00",New value,,New,Alice Steiner,Alice Steiner,New value,,New,Maintenance and Repair for Bicycles,Maintenance and Repair for Bicycles,New value,,New,New
388,608,"608,00",New value,,New,Steven Brown,Steven Brown,New value,,New,Golf and Cycle Store,Golf and Cycle Store,New value,,New,New
389,609,"609,00",New value,,New,David Hodgson,David Hodgson,New value,,New,Good Toys,Good Toys,New value,,New,New
390,610,"610,00",New value,,New,Liza Marie Stevens,Liza Marie Stevens,New value,,New,Fitness Department Stores,Fitness Department Stores,New value,,New,New
391,613,"613,00",New value,,New,Jim Stewart,Jim Stewart,New value,,New,Famous Bike Shop,Famous Bike Shop,New value,,New,New
392,617,"617,00",New value,,New,Arlene Huff,Arlene Huff,New value,,New,Tubeless Tire Company,Tubeless Tire Company,New value,,New,New
393,620,"620,00",New value,,New,Matthew Hunter,Matthew Hunter,New value,,New,Tires and Tubes,Tires and Tubes,New value,,New,New
394,621,"621,00",New value,,New,Matthew Hink,Matthew Hink,New value,,New,Running and Cycling Gear,Running and Cycling Gear,New value,,New,New
395,622,"622,00",New value,,New,Robert Stotka,Robert Stotka,New value,,New,Gift and Toy Store,Gift and Toy Store,New value,,New,New
396,623,"623,00",New value,,New,Phyllis Huntsman,Phyllis Huntsman,New value,,New,Hardware Components,Hardware Components,New value,,New,New
397,624,"624,00",New value,,New,Mike Hines,Mike Hines,New value,,New,First Cycle Store,First Cycle Store,New value,,New,New
398,625,"625,00",New value,,New,Kayla Stotler,Kayla Stotler,New value,,New,Major Sporting Goods,Major Sporting Goods,New value,,New,New
399,626,"626,00",New value,,New,Lawrence Hurkett,Lawrence Hurkett,New value,,New,Retail Sporting Goods,Retail Sporting Goods,New value,,New,New
400,629,"629,00",New value,,New,Ryan Ihrig,Ryan Ihrig,New value,,New,Efficient Cycling,Efficient Cycling,New value,,New,New
401,630,"630,00",New value,,New,Andrew Hill,Andrew Hill,New value,,New,Eastside Parts Shop,Eastside Parts Shop,New value,,New,New
402,631,"631,00",New value,,New,Robert Lyeba,Robert Lyeba,New value,,New,Tandem Sales and Service,Tandem Sales and Service,New value,,New,New
403,635,"635,00",New value,,New,Roger Van Houten,Roger Van Houten,New value,,New,Sports Store,Sports Store,New value,,New,New
404,637,"637,00",New value,,New,Robert Lyon,Robert Lyon,New value,,New,Reliable Retail Center,Reliable Retail Center,New value,,New,New
405,641,"641,00",New value,,New,Rose Vandenouer,Rose Vandenouer,New value,,New,Extended Tours,Extended Tours,New value,,New,New
406,643,"643,00",New value,,New,Denise Maccietto,Denise Maccietto,New value,,New,Friendly Bike Shop,Friendly Bike Shop,New value,,New,New
407,644,"644,00",New value,,New,Gregory Vanderbout,Gregory Vanderbout,New value,,New,Convenient Sales and Service,Convenient Sales and Service,New value,,New,New
408,645,"645,00",New value,,New,Ronald Heymsfield,Ronald Heymsfield,New value,,New,Superior Hardware Distributors,Superior Hardware Distributors,New value,,New,New
409,646,"646,00",New value,,New,Scott MacDonald,Scott MacDonald,New value,,New,Yellow Bicycle Company,Yellow Bicycle Company,New value,,New,New
410,647,"647,00",New value,,New,Michael Vanderhyde,Michael Vanderhyde,New value,,New,Solid Bike Parts,Solid Bike Parts,New value,,New,New
411,648,"648,00",New value,,New,Cheryl Herring,Cheryl Herring,New value,,New,Small Bike Shop,Small Bike Shop,New value,,New,New
412,649,"649,00",New value,,New,Walter Mays,Walter Mays,New value,,New,Sports Products Store,Sports Products Store,New value,,New,New
413,650,"650,00",New value,,New,Margaret Vanderkamp,Margaret Vanderkamp,New value,,New,Permanent Finish Products,Permanent Finish Products,New value,,New,New
